title,link,published,category
В Карачаево-Черкесии в 2022 году на 26% перевыполнили план по вводу жилья,https://tass.ru/nedvizhimost/16684931,"Sun, 25 Dec 2022 17:36:58 +0300",Общество
Во всех регионах Украины отменили воздушную тревогу,https://tass.ru/mezhdunarodnaya-panorama/16684953,"Sun, 25 Dec 2022 17:36:54 +0300",Международная панорама
В Ростовскую область вывезли почти всех пострадавших с Рогозиным при обстреле в Донецке,https://tass.ru/obschestvo/16684935,"Sun, 25 Dec 2022 17:34:00 +0300",Общество
В Калужской области новогодние елки посетили около 1 тыс. детей из семей участников СВО,https://tass.ru/obschestvo/16684921,"Sun, 25 Dec 2022 17:27:29 +0300",Общество
В ФШР оценили шансы россиян успешно выступить на чемпионате мира по рапиду и блицу,https://tass.ru/sport/16684925,"Sun, 25 Dec 2022 17:25:52 +0300",Спорт
В многоквартирном жилом доме в Иркутске произошел пожар,https://tass.ru/proisshestviya/16684915,"Sun, 25 Dec 2022 17:24:08 +0300",Происшествия
"Тренер олимпийской чемпионки Ступак не исключил, что лыжница пропустит весь сезон",https://tass.ru/sport/16684907,"Sun, 25 Dec 2022 17:16:59 +0300",Спорт
В трех селах Табасаранского района Дагестана в 2023 году появятся новые скверы,https://tass.ru/nacionalnye-proekty/16684913,"Sun, 25 Dec 2022 17:16:53 +0300",Северный Кавказ
Лыжник Большунов ответил на претензии Устюгова советом бегать по лыжне с камерой,https://tass.ru/sport/16684903,"Sun, 25 Dec 2022 17:12:18 +0300",Спорт
"Устюгов решил завершить выступление на ""Красногорской лыжне"" после инцидента с Большуновым",https://tass.ru/sport/16684897,"Sun, 25 Dec 2022 17:06:16 +0300",Спорт
"Кинофестиваль на Хайнане завершился присуждением главной награды фильму ""Тренке-Лаукен""",https://tass.ru/kultura/16684893,"Sun, 25 Dec 2022 17:02:55 +0300",Культура
В Дагестане в 2022 году более 10 тыс. человек приняли участие в сдаче норм ГТО,https://tass.ru/obschestvo/16684885,"Sun, 25 Dec 2022 16:54:07 +0300",Общество
"Устюгов не стал пожимать руку Большунову после финала спринта на ""Красногорской лыжне""",https://tass.ru/sport/16684889,"Sun, 25 Dec 2022 16:51:15 +0300",Спорт
"В Индии создали фигуру Санта-Клауса шириной 18,2 м из песка и помидоров",https://tass.ru/obschestvo/16684877,"Sun, 25 Dec 2022 16:50:09 +0300",Общество
У берегов Турции в Черном море произошел взрыв на сухогрузе,https://tass.ru/proisshestviya/16684861,"Sun, 25 Dec 2022 16:44:50 +0300",Происшествия
В Кременчуге улице Молодогвардейцев присвоили имя главаря УПА,https://tass.ru/obschestvo/16684871,"Sun, 25 Dec 2022 16:44:39 +0300",Общество
В Иране заявили о готовности помочь афганским женщинам получить образование,https://tass.ru/obschestvo/16684853,"Sun, 25 Dec 2022 16:42:03 +0300",Общество
В ООН осудили решение властей в Афганистане об отстранении женщин от работы в НПО,https://tass.ru/obschestvo/16684839,"Sun, 25 Dec 2022 16:36:54 +0300",Общество
"В ""Зените"" опровергли информацию об интересе к футболисту Языджи",https://tass.ru/sport/16684847,"Sun, 25 Dec 2022 16:34:37 +0300",Спорт
Новый терминал аэропорта Нового Уренгоя принял первый рейс,https://tass.ru/ekonomika/16684833,"Sun, 25 Dec 2022 16:30:08 +0300",Экономика и бизнес
"Томская область построит бюджетные дома для участников программы ""Земский тренер""",https://tass.ru/nedvizhimost/16684829,"Sun, 25 Dec 2022 16:26:11 +0300",Общество
"Первый авиарейс состоялся в аэропорт Великого Устюга, открытый после ремонта",https://tass.ru/ekonomika/16684807,"Sun, 25 Dec 2022 16:24:31 +0300",Экономика и бизнес
"В Тегеране заявили, что Иран находится на первом месте в мире по точности БПЛА",https://tass.ru/mezhdunarodnaya-panorama/16684819,"Sun, 25 Dec 2022 16:21:29 +0300",Международная панорама
Готическая Валиева и новогоднее настроение. Лучшие фигуристы России показали шоу-номера,https://tass.ru/sport/16684801,"Sun, 25 Dec 2022 16:19:55 +0300",Спорт
"Тренер Осинькин надеется, что Сычевой будет прогрессировать в ""Крыльях Советов""",https://tass.ru/sport/16684817,"Sun, 25 Dec 2022 16:17:44 +0300",Спорт
Лыжник Устюгов бойкотировал награждение на Кубке России из-за недовольства судейством,https://tass.ru/sport/16684799,"Sun, 25 Dec 2022 16:12:53 +0300",Спорт
Мирошник: под Новый год в ЛНР идет большое количество подарков и помощи со всей России,https://tass.ru/obschestvo/16684751,"Sun, 25 Dec 2022 16:09:29 +0300",Общество
Шипов не считает Карлсена безусловным фаворитом чемпионата мира по рапиду и блицу,https://tass.ru/sport/16684797,"Sun, 25 Dec 2022 16:06:49 +0300",Спорт
В Московский регион 27 декабря придут метели,https://tass.ru/obschestvo/16684743,"Sun, 25 Dec 2022 16:04:03 +0300",Москва
"Новак заявил, что санкции ЕС неминуемо приведут к дефициту газа в регионе",https://tass.ru/ekonomika/16684781,"Sun, 25 Dec 2022 16:02:19 +0300",Экономика и бизнес
"СМИ: Моуринью отказался возглавить сборную Португалии из-за нежелания покидать ""Рому""",https://tass.ru/sport/16684749,"Sun, 25 Dec 2022 15:57:32 +0300",Спорт
В Томске в 2023 году начнется строительство кампуса на 10 тыс. студентов,https://tass.ru/obschestvo/16684741,"Sun, 25 Dec 2022 15:54:30 +0300",Общество
"Прокуратура считает, что курды не были первоначальной целью расстрелявшего людей в Париже",https://tass.ru/mezhdunarodnaya-panorama/16684731,"Sun, 25 Dec 2022 15:51:15 +0300",Международная панорама
Во всех регионах Украины вновь объявили воздушную тревогу,https://tass.ru/mezhdunarodnaya-panorama/16684725,"Sun, 25 Dec 2022 15:40:18 +0300",Международная панорама
FT: ситуация с COVID-19 в КНР приведет к переносу заводов западных компаний в Индию,https://tass.ru/ekonomika/16684707,"Sun, 25 Dec 2022 15:32:28 +0300",Экономика и бизнес
В Томске сдадут к лету 2023 года хирургический корпус онкодиспансера,https://tass.ru/obschestvo/16684705,"Sun, 25 Dec 2022 15:28:35 +0300",Общество
На западе Украины произошло загрязнение Днестра нефтепродуктами,https://tass.ru/proisshestviya/16684691,"Sun, 25 Dec 2022 15:27:21 +0300",Происшествия
"Казанский ""Зенит"" стал 11-кратным победителем Кубка России по волейболу",https://tass.ru/sport/16684699,"Sun, 25 Dec 2022 15:26:29 +0300",Спорт
В Ярославской области выявили факт незаконной охоты на лосей,https://tass.ru/proisshestviya/16684669,"Sun, 25 Dec 2022 15:21:09 +0300",Происшествия
Кадыров сообщил о прибытии в Чечню Трутнева и Кириенко,https://tass.ru/obschestvo/16684671,"Sun, 25 Dec 2022 15:16:44 +0300",Общество
В центре и на востоке Украины отменили воздушную тревогу,https://tass.ru/mezhdunarodnaya-panorama/16684677,"Sun, 25 Dec 2022 15:15:20 +0300",Международная панорама
"В Горловке снаряд ВСУ разорвался вблизи склада селитры на заводе ""Стирол""",https://tass.ru/proisshestviya/16684661,"Sun, 25 Dec 2022 15:15:01 +0300",Происшествия
"Тренер ""Крыльев Советов"" Осинькин прокомментировал переход в команду футболиста Сычевого",https://tass.ru/sport/16684659,"Sun, 25 Dec 2022 15:07:33 +0300",Спорт
ПЦУ и Украинская греко-католическая церковь планируют реформу церковного календаря,https://tass.ru/obschestvo/16684649,"Sun, 25 Dec 2022 15:02:31 +0300",Общество
